Cluster,Persona,Churn,Tenure,SatisfactionScore,OrderCount,CouponUsed,CashbackAmount,DaySinceLastOrder,HourSpendOnApp,Complain,OrderAmountHikeFromlastYear
2,Loyal Customers,0,16.0,3,5.0,2.0,313.8,15.0,3.0,0,15.0
3,Discount Seekers,1,20.0,3,10.0,7.0,148.39,9.0,4.0,0,12.0
2,Loyal Customers,0,15.0,4,2.0,2.0,260.7,11.0,3.0,0,24.0
1,Premium Customers,0,8.0,3,2.0,2.0,192.12,8.0,4.0,0,22.0
3,Discount Seekers,0,10.0,1,12.0,5.0,179.06,12.0,3.0,0,25.0
2,Loyal Customers,0,15.0,4,2.0,1.0,214.38,3.0,3.0,0,12.0
1,Premium Customers,0,6.0,5,2.0,2.0,149.39,3.0,4.0,0,15.0
0,High Churn Risk,0,9.0,1,2.0,2.0,213.37,3.0,3.0,1,17.0
1,Premium Customers,0,12.0,1,2.0,1.0,178.43,10.0,4.0,0,12.0
1,Premium Customers,1,14.0,3,2.0,2.0,192.28,2.0,4.0,0,13.0
1,Premium Customers,0,10.0,1,2.0,2.0,191.52,1.0,4.0,0,14.0
1,Premium Customers,0,19.0,3,2.0,2.0,173.5,2.0,3.0,0,16.0
1,Premium Customers,0,14.0,3,3.0,1.0,153.09,3.0,3.0,0,15.0
0,High Churn Risk,0,9.0,3,2.0,2.0,181.89,3.0,4.0,1,15.0
1,Premium Customers,0,14.0,3,2.0,2.0,145.01,3.0,4.0,0,15.0
1,Premium Customers,0,9.0,1,2.0,1.0,154.77,2.0,4.0,0,13.0
0,High Churn Risk,0,3.0,4,2.0,2.0,165.25,4.0,3.0,1,14.0
1,Premium Customers,0,3.0,5,2.0,1.0,162.85,5.0,4.0,0,15.0
0,High Churn Risk,1,14.0,5,2.0,1.0,233.54000000000002,1.0,3.0,1,14.0
2,Loyal Customers,0,13.0,1,2.0,2.0,245.31,7.0,3.0,0,12.0
1,Premium Customers,0,5.0,5,2.0,1.0,224.36,3.0,4.0,0,20.0
1,Premium Customers,0,1.0,3,2.0,1.0,154.66,1.0,2.0,0,19.0
1,Premium Customers,0,10.0,1,2.0,1.0,150.71,4.0,3.0,0,18.0
2,Loyal Customers,0,13.0,5,2.0,2.0,224.91,3.0,3.0,0,16.0
0,High Churn Risk,0,1.0,4,2.0,2.0,186.42,4.0,3.0,1,21.0
2,Loyal Customers,0,23.0,4,2.0,2.0,178.9,9.0,4.0,0,15.0
1,Premium Customers,0,8.0,3,2.0,1.0,169.04,3.0,3.0,0,13.0
0,High Churn Risk,1,5.0,1,2.0,1.0,184.93,6.0,4.0,1,12.0
2,Loyal Customers,0,23.0,4,2.0,1.0,176.3,8.0,4.0,0,24.0
0,High Churn Risk,1,1.0,3,2.0,1.0,145.9,1.0,4.0,1,16.0
0,High Churn Risk,0,7.0,3,4.0,3.0,154.09,1.0,3.0,1,12.0
1,Premium Customers,0,1.0,4,3.0,2.0,159.68,3.0,3.0,0,13.0
1,Premium Customers,0,6.0,1,4.0,2.0,155.68,7.0,4.0,0,14.0
0,High Churn Risk,0,31.0,5,2.0,1.0,151.7,1.0,3.0,1,21.0
1,Premium Customers,0,4.0,3,2.0,2.0,151.93,1.0,4.0,0,23.0
1,Premium Customers,0,12.0,3,2.0,2.0,220.26,3.0,3.0,0,22.0
3,Discount Seekers,0,10.0,3,8.0,1.0,177.37,8.0,4.0,0,14.0
1,Premium Customers,0,9.0,4,2.0,2.0,149.26,4.0,3.0,0,14.0
0,High Churn Risk,0,3.0,3,2.0,2.0,166.93,9.0,3.0,1,13.0
1,Premium Customers,0,5.0,3,5.0,4.0,154.11,4.0,3.0,0,18.0
1,Premium Customers,0,8.0,1,2.0,1.0,151.61,3.0,4.0,0,12.0
0,High Churn Risk,1,1.0,3,2.0,1.0,145.28,4.0,3.0,1,15.0
3,Discount Seekers,0,3.0,5,9.0,7.0,224.8,3.0,3.0,0,12.0
0,High Churn Risk,0,6.0,4,2.0,2.0,157.98,6.0,4.0,1,13.0
0,High Churn Risk,0,1.0,1,2.0,1.0,154.35,1.0,4.0,1,14.0
2,Loyal Customers,0,27.0,1,4.0,1.0,279.27,8.0,4.0,0,17.0
0,High Churn Risk,0,12.0,1,2.0,1.0,164.44,3.0,3.0,1,12.0
1,Premium Customers,0,1.0,3,2.0,1.0,165.11,4.0,4.0,0,19.0
1,Premium Customers,1,1.0,5,2.0,1.0,159.07,4.0,3.0,0,24.0
2,Loyal Customers,0,8.0,4,2.0,1.0,244.94,12.0,3.0,0,12.0
1,Premium Customers,0,1.0,1,2.0,2.0,137.32,1.0,4.0,0,15.0
1,Premium Customers,1,1.0,5,2.0,1.0,154.6,4.0,3.0,0,12.0
2,Loyal Customers,0,27.0,3,5.0,2.0,315.94,9.0,3.0,0,15.0
0,High Churn Risk,1,1.0,5,7.0,1.0,164.19,8.0,4.0,1,23.0
1,Premium Customers,0,16.0,4,5.0,3.0,193.25,3.0,3.0,0,12.0
2,Loyal Customers,0,18.0,1,6.0,1.0,227.48,3.0,3.0,0,15.0
2,Loyal Customers,0,20.0,5,3.0,3.0,314.47,2.0,3.0,0,15.0
1,Premium Customers,0,7.0,1,2.0,1.0,149.96,1.0,4.0,0,12.0
0,High Churn Risk,0,18.0,1,2.0,1.0,189.65,4.0,3.0,1,14.0
1,Premium Customers,0,4.0,3,2.0,1.0,147.06,9.0,3.0,0,14.0
1,Premium Customers,1,3.0,1,2.0,1.0,145.86,1.0,3.0,0,15.0
0,High Churn Risk,1,1.0,1,3.0,1.0,147.93,1.0,4.0,1,17.0
1,Premium Customers,0,17.0,3,2.0,2.0,151.45,5.0,4.0,0,13.0
0,High Churn Risk,1,14.0,3,2.0,2.0,151.83,3.0,3.0,1,15.0
1,Premium Customers,0,9.0,1,3.0,3.0,145.14,3.0,4.0,0,14.0
0,High Churn Risk,0,10.0,5,2.0,2.0,159.19,1.0,3.0,1,15.0
1,Premium Customers,0,7.0,5,2.0,1.0,178.76,4.0,3.0,0,20.0
1,Premium Customers,0,9.0,1,2.0,2.0,144.51,1.0,4.0,0,13.0
1,Premium Customers,0,1.0,5,2.0,2.0,148.41,1.0,3.0,0,14.0
1,Premium Customers,1,1.0,3,2.0,1.0,147.93,2.0,3.0,0,13.0
1,Premium Customers,0,1.0,3,2.0,2.0,212.26,3.0,3.0,0,16.0
1,Premium Customers,0,4.0,1,4.0,2.0,165.11,8.0,3.0,0,24.0
3,Discount Seekers,1,5.0,3,16.0,2.0,320.45,9.0,3.0,0,15.0
3,Discount Seekers,0,8.0,3,9.0,1.0,170.68,8.0,4.0,0,21.0
1,Premium Customers,0,11.0,4,2.0,1.0,155.22,1.0,4.0,0,22.0
0,High Churn Risk,0,20.0,1,2.0,2.0,182.72,9.0,4.0,1,22.0
1,Premium Customers,0,9.0,1,2.0,2.0,147.69,2.0,3.0,0,20.0
0,High Churn Risk,1,12.0,3,2.0,1.0,178.81,1.0,4.0,1,14.0
0,High Churn Risk,1,1.0,3,3.0,1.0,159.41,3.0,3.0,1,14.0
0,High Churn Risk,0,18.0,5,2.0,2.0,179.54,4.0,4.0,1,22.0
0,High Churn Risk,0,9.0,5,3.0,2.0,223.84,3.0,4.0,1,14.0
0,High Churn Risk,0,1.0,1,2.0,1.0,166.57,1.0,3.0,1,20.0
3,Discount Seekers,0,7.0,1,2.0,4.0,259.58,13.0,4.0,1,13.0
1,Premium Customers,0,9.0,5,2.0,1.0,215.69,3.0,4.0,0,23.0
0,High Churn Risk,0,9.0,5,3.0,1.0,165.14,3.0,2.0,1,16.0
1,Premium Customers,0,5.0,1,2.0,1.0,184.15,8.0,3.0,0,23.0
1,Premium Customers,0,11.0,3,2.0,1.0,184.93,8.0,3.0,0,19.0
3,Discount Seekers,0,6.0,1,8.0,6.0,186.62,9.0,3.0,1,23.0
3,Discount Seekers,0,12.0,1,10.0,7.0,149.06,10.0,3.0,0,12.0
3,Discount Seekers,0,24.0,3,14.0,5.0,312.4,9.0,3.0,1,15.0
3,Discount Seekers,0,31.0,5,8.0,7.0,201.37,10.0,5.0,0,12.0
3,Discount Seekers,0,10.0,3,13.0,8.0,225.96,3.0,3.0,0,14.0
2,Loyal Customers,0,29.0,3,2.0,1.0,272.56,3.0,3.0,1,15.0
1,Premium Customers,0,10.0,4,2.0,2.0,189.99,4.0,4.0,0,14.0
2,Loyal Customers,0,19.0,5,2.0,1.0,222.24,3.0,3.0,0,18.0
1,Premium Customers,0,9.0,5,2.0,1.0,146.94,3.0,4.0,0,14.0
0,High Churn Risk,1,1.0,3,2.0,2.0,158.88,1.0,4.0,1,18.0
2,Loyal Customers,0,31.0,3,2.0,2.0,179.73,4.0,3.0,0,12.0
1,Premium Customers,0,3.0,4,2.0,2.0,152.03,5.0,4.0,0,24.0
1,Premium Customers,0,5.0,4,2.0,2.0,150.01,1.0,3.0,0,18.0
1,Premium Customers,0,6.0,4,2.0,2.0,187.2,10.0,4.0,0,18.0
1,Premium Customers,0,10.0,1,2.0,1.0,155.38,1.0,3.0,0,13.0
1,Premium Customers,0,5.0,1,2.0,2.0,169.24,9.0,4.0,0,24.0
1,Premium Customers,0,9.0,5,3.0,2.0,168.12,9.0,3.0,0,15.0
2,Loyal Customers,0,19.0,5,2.0,2.0,257.45,1.0,3.0,1,15.0
2,Loyal Customers,0,11.0,3,2.0,1.0,261.64,3.0,2.0,0,14.0
0,High Churn Risk,0,20.0,4,2.0,2.0,175.21,3.0,4.0,1,23.0
0,High Churn Risk,0,4.0,1,4.0,2.0,176.26,1.0,3.0,1,13.0
1,Premium Customers,0,9.0,3,2.0,2.0,153.59,5.0,2.0,0,19.0
2,Loyal Customers,0,29.0,1,2.0,1.0,227.39,3.0,4.0,0,15.0
0,High Churn Risk,0,12.0,1,2.0,1.0,178.29,10.0,4.0,1,13.0
1,Premium Customers,0,8.0,4,2.0,2.0,168.25,4.0,4.0,0,16.0
2,Loyal Customers,0,30.0,1,2.0,1.0,197.6,3.0,3.0,0,12.0
1,Premium Customers,0,1.0,5,2.0,2.0,148.22,1.0,4.0,0,14.0
1,Premium Customers,0,25.0,1,2.0,2.0,145.75,4.0,4.0,0,24.0
3,Discount Seekers,0,4.0,1,11.0,4.0,166.52,9.0,5.0,0,20.0
3,Discount Seekers,1,10.0,1,5.0,4.0,221.19,3.0,4.0,0,17.0
3,Discount Seekers,0,14.0,4,2.0,6.0,260.03,12.0,4.0,0,23.0
0,High Churn Risk,0,25.0,1,2.0,1.0,179.41,1.0,4.0,1,23.0
0,High Churn Risk,0,4.0,4,3.0,3.0,177.09,8.0,4.0,1,13.0
2,Loyal Customers,0,20.0,5,2.0,5.0,231.73000000000002,6.0,3.0,1,14.0
3,Discount Seekers,0,6.0,3,6.0,6.0,175.1,8.0,3.0,0,17.0
2,Loyal Customers,0,28.0,3,2.0,1.0,260.49,4.0,3.0,0,13.0
1,Premium Customers,0,1.0,3,2.0,1.0,174.99,3.0,3.0,0,22.0
1,Premium Customers,0,2.0,3,2.0,1.0,167.21,5.0,3.0,0,16.0
2,Loyal Customers,0,31.0,3,2.0,1.0,263.72,9.0,3.0,0,14.0
1,Premium Customers,0,18.0,4,2.0,1.0,145.42,3.0,4.0,0,13.0
0,High Churn Risk,1,1.0,5,2.0,1.0,145.73,3.0,4.0,1,23.0
1,Premium Customers,0,6.0,5,2.0,1.0,154.56,1.0,4.0,0,14.0
0,High Churn Risk,1,1.0,1,2.0,1.0,154.26,1.0,4.0,1,19.0
1,Premium Customers,0,8.0,3,3.0,1.0,173.09,11.0,3.0,0,15.0
1,Premium Customers,0,11.0,1,2.0,2.0,176.63,1.0,4.0,0,15.0
2,Loyal Customers,0,31.0,1,3.0,1.0,313.44,3.0,3.0,0,15.0
2,Loyal Customers,0,24.0,4,2.0,1.0,306.72,8.0,4.0,1,15.0
0,High Churn Risk,1,1.0,3,2.0,1.0,182.44,4.0,3.0,1,12.0
1,Premium Customers,0,1.0,1,3.0,1.0,153.89,2.0,4.0,0,12.0
1,Premium Customers,0,1.0,1,2.0,2.0,153.71,1.0,3.0,0,16.0
3,Discount Seekers,0,25.0,5,13.0,5.0,199.84,9.0,2.0,0,21.0
0,High Churn Risk,1,1.0,3,2.0,2.0,185.74,7.0,4.0,1,25.0
2,Loyal Customers,0,28.0,1,5.0,3.0,298.28,5.0,2.0,1,15.0
1,Premium Customers,0,1.0,3,2.0,1.0,152.74,3.0,3.0,0,13.0
1,Premium Customers,0,8.0,4,2.0,2.0,170.05,1.0,3.0,0,16.0
1,Premium Customers,0,11.0,1,2.0,1.0,199.28,4.0,3.0,0,13.0
2,Loyal Customers,0,8.0,5,2.0,3.0,241.31,9.0,3.0,0,13.0
1,Premium Customers,0,10.0,1,3.0,1.0,222.38,3.0,4.0,0,15.0
1,Premium Customers,0,10.0,1,2.0,1.0,153.35,1.0,3.0,0,23.0
2,Loyal Customers,0,17.0,1,5.0,2.0,294.59,13.0,4.0,1,15.0
1,Premium Customers,0,4.0,3,2.0,1.0,151.13,10.0,4.0,0,26.0
1,Premium Customers,0,7.0,4,2.0,1.0,186.46,8.0,4.0,0,14.0
0,High Churn Risk,1,20.0,4,5.0,4.0,174.63,4.0,4.0,1,19.0
3,Discount Seekers,0,25.0,3,16.0,9.0,320.37,16.0,3.0,0,15.0
0,High Churn Risk,1,1.0,3,8.0,1.0,186.72,8.0,4.0,1,19.0
1,Premium Customers,0,1.0,4,5.0,3.0,148.68,4.0,3.0,0,20.0
3,Discount Seekers,1,21.0,1,16.0,8.0,228.12,3.0,4.0,0,13.0
0,High Churn Risk,1,1.0,3,2.0,2.0,141.75,1.0,3.0,1,20.0
1,Premium Customers,0,1.0,1,3.0,3.0,150.23,2.0,4.0,0,15.0
3,Discount Seekers,0,23.0,5,6.0,6.0,190.67,12.0,4.0,0,15.0
1,Premium Customers,0,17.0,3,2.0,1.0,172.39,3.0,4.0,0,13.0
2,Loyal Customers,0,24.0,1,3.0,2.0,217.08,3.0,4.0,0,12.0
0,High Churn Risk,1,1.0,3,3.0,1.0,170.59,3.0,4.0,1,12.0
0,High Churn Risk,0,15.0,3,2.0,1.0,206.89,8.0,4.0,1,14.0
3,Discount Seekers,0,1.0,3,6.0,3.0,154.42,8.0,4.0,0,24.0
1,Premium Customers,0,10.0,4,2.0,1.0,174.41,2.0,3.0,0,21.0
2,Loyal Customers,1,15.0,1,2.0,2.0,231.5,4.0,3.0,0,16.0
3,Discount Seekers,0,13.0,3,6.0,6.0,184.02,10.0,3.0,0,15.0
1,Premium Customers,0,1.0,3,3.0,2.0,211.39,3.0,3.0,0,19.0
3,Discount Seekers,0,4.0,1,5.0,5.0,188.47,8.0,3.0,1,20.0
1,Premium Customers,1,1.0,5,2.0,2.0,167.0,5.0,3.0,0,23.0
1,Premium Customers,0,19.0,1,2.0,2.0,159.52,4.0,3.0,0,14.0
0,High Churn Risk,0,12.0,3,3.0,3.0,168.17,3.0,3.0,1,21.0
1,Premium Customers,0,4.0,3,2.0,2.0,151.32,5.0,4.0,0,15.0
1,Premium Customers,0,6.0,1,2.0,1.0,171.68,8.0,3.0,0,18.0
3,Discount Seekers,0,4.0,5,3.0,1.0,157.04,31.0,3.0,0,15.0
1,Premium Customers,0,4.0,1,2.0,1.0,152.2,3.0,3.0,0,14.0
3,Discount Seekers,0,15.0,5,8.0,3.0,296.81,8.0,4.0,0,15.0
1,Premium Customers,0,15.0,5,2.0,1.0,147.38,5.0,4.0,0,22.0
1,Premium Customers,0,1.0,4,2.0,2.0,139.83,1.0,4.0,0,15.0
2,Loyal Customers,0,14.0,4,3.0,1.0,181.05,14.0,3.0,0,12.0
1,Premium Customers,0,9.0,4,2.0,1.0,197.95,7.0,4.0,0,14.0
0,High Churn Risk,0,27.0,3,5.0,1.0,148.06,6.0,3.0,1,21.0
2,Loyal Customers,0,19.0,4,2.0,2.0,148.48,16.0,3.0,0,19.0
1,Premium Customers,0,6.0,1,4.0,3.0,214.98,3.0,3.0,0,15.0
1,Premium Customers,0,3.0,3,2.0,1.0,168.19,10.0,3.0,0,14.0
2,Loyal Customers,0,25.0,3,2.0,2.0,186.32,1.0,3.0,0,18.0
0,High Churn Risk,0,31.0,4,2.0,2.0,158.46,1.0,4.0,1,21.0
2,Loyal Customers,0,14.0,1,2.0,2.0,233.55,12.0,4.0,0,12.0
1,Premium Customers,0,8.0,3,2.0,1.0,147.31,3.0,4.0,0,19.0
1,Premium Customers,0,1.0,1,3.0,3.0,148.23,3.0,4.0,0,25.0
1,Premium Customers,0,1.0,4,3.0,3.0,145.24,3.0,3.0,0,19.0
1,Premium Customers,0,2.0,1,2.0,1.0,152.13,3.0,3.0,0,12.0
2,Loyal Customers,0,31.0,1,2.0,2.0,219.39,3.0,3.0,1,17.0
0,High Churn Risk,0,1.0,3,2.0,1.0,150.66,2.0,4.0,1,16.0
2,Loyal Customers,0,24.0,4,5.0,1.0,324.26,5.0,3.0,0,16.0
1,Premium Customers,0,15.0,3,2.0,2.0,149.51,9.0,3.0,0,13.0
3,Discount Seekers,0,4.0,1,8.0,2.0,219.19,3.0,3.0,0,13.0
1,Premium Customers,0,12.0,1,2.0,1.0,211.86,3.0,3.0,0,23.0
1,Premium Customers,0,6.0,3,2.0,1.0,155.38,5.0,3.0,0,21.0
0,High Churn Risk,0,1.0,4,2.0,1.0,155.58,2.0,3.0,1,17.0
1,Premium Customers,1,1.0,5,2.0,2.0,148.25,1.0,4.0,0,22.0
3,Discount Seekers,0,10.0,4,8.0,3.0,145.88,3.0,2.0,0,13.0
3,Discount Seekers,0,4.0,5,7.0,6.0,155.72,11.0,4.0,0,12.0
0,High Churn Risk,0,19.0,5,2.0,1.0,175.06,4.0,2.0,1,12.0
2,Loyal Customers,0,30.0,5,3.0,3.0,167.57,3.0,4.0,1,19.0
1,Premium Customers,0,7.0,1,2.0,2.0,150.0,3.0,3.0,0,15.0
1,Premium Customers,1,1.0,1,2.0,2.0,136.02,1.0,3.0,0,23.0
3,Discount Seekers,0,20.0,5,16.0,9.0,229.53,3.0,4.0,0,26.0
1,Premium Customers,0,12.0,1,3.0,2.0,147.88,2.0,4.0,0,13.0
0,High Churn Risk,0,5.0,1,2.0,2.0,164.29,3.0,4.0,1,24.0
1,Premium Customers,0,8.0,4,2.0,1.0,148.11,3.0,4.0,0,16.0
0,High Churn Risk,1,5.0,4,2.0,1.0,156.4,3.0,4.0,1,23.0
2,Loyal Customers,0,24.0,3,2.0,2.0,161.9,3.0,3.0,0,16.0
2,Loyal Customers,0,27.0,5,2.0,2.0,169.5,4.0,3.0,0,12.0
1,Premium Customers,0,7.0,4,2.0,2.0,152.56,7.0,4.0,0,14.0
3,Discount Seekers,0,14.0,3,10.0,2.0,315.33,10.0,3.0,0,15.0
2,Loyal Customers,0,29.0,4,3.0,3.0,312.22,16.0,4.0,0,15.0
1,Premium Customers,0,8.0,3,2.0,1.0,220.47,3.0,3.0,0,18.0
2,Loyal Customers,0,25.0,4,2.0,1.0,262.34,1.0,4.0,0,19.0
3,Discount Seekers,0,26.0,3,12.0,8.0,324.99,10.0,4.0,0,15.0
1,Premium Customers,0,1.0,4,2.0,1.0,147.79,4.0,5.0,0,17.0
0,High Churn Risk,1,1.0,3,2.0,2.0,184.16,2.0,3.0,1,14.0
1,Premium Customers,0,17.0,1,3.0,2.0,145.89,3.0,3.0,0,15.0
3,Discount Seekers,0,19.0,1,12.0,2.0,292.92,9.0,4.0,0,15.0
0,High Churn Risk,0,11.0,5,2.0,2.0,160.64,8.0,4.0,1,13.0
1,Premium Customers,0,9.0,4,2.0,1.0,169.25,3.0,3.0,0,12.0
1,Premium Customers,0,16.0,3,2.0,1.0,177.65,3.0,3.0,0,17.0
1,Premium Customers,0,12.0,3,2.0,2.0,190.53,1.0,3.0,0,15.0
1,Premium Customers,0,12.0,1,2.0,1.0,187.61,8.0,3.0,0,19.0
1,Premium Customers,0,1.0,5,3.0,3.0,167.98,1.0,3.0,0,20.0
2,Loyal Customers,0,23.0,1,2.0,1.0,193.04,8.0,4.0,1,16.0
0,High Churn Risk,0,8.0,3,3.0,3.0,163.15,1.0,3.0,1,18.0
0,High Churn Risk,0,14.0,1,4.0,4.0,152.41,8.0,2.0,1,16.0
0,High Churn Risk,1,2.0,5,2.0,2.0,191.73,1.0,4.0,1,20.0
1,Premium Customers,1,1.0,1,2.0,1.0,201.39,10.0,3.0,0,23.0
0,High Churn Risk,0,1.0,4,3.0,3.0,148.28,3.0,3.0,1,17.0
1,Premium Customers,0,10.0,1,2.0,1.0,146.53,8.0,4.0,0,14.0
1,Premium Customers,0,14.0,1,2.0,1.0,173.76,3.0,4.0,0,15.0
2,Loyal Customers,0,20.0,5,2.0,1.0,218.96,3.0,4.0,0,17.0
3,Discount Seekers,1,1.0,1,10.0,7.0,229.0,3.0,3.0,0,12.0
3,Discount Seekers,0,4.0,3,6.0,5.0,209.74,3.0,3.0,0,23.0
1,Premium Customers,0,1.0,3,2.0,2.0,224.81,3.0,3.0,0,15.0
2,Loyal Customers,0,25.0,4,2.0,3.0,249.89999999999998,8.0,3.0,0,17.0
0,High Churn Risk,1,1.0,5,2.0,1.0,151.57,5.0,3.0,1,12.0
0,High Churn Risk,0,15.0,1,2.0,1.0,260.91,1.0,4.0,1,19.0
1,Premium Customers,1,1.0,5,2.0,2.0,191.96,2.0,3.0,0,16.0
1,Premium Customers,1,1.0,3,2.0,1.0,145.58,6.0,3.0,0,15.0
3,Discount Seekers,0,19.0,1,13.0,6.0,213.65,3.0,3.0,0,13.0
2,Loyal Customers,0,28.0,5,2.0,2.0,184.4,6.0,3.0,0,15.0
1,Premium Customers,0,10.0,4,4.0,3.0,184.14,8.0,4.0,0,17.0
1,Premium Customers,0,7.0,4,2.0,1.0,151.22,2.0,3.0,0,22.0
2,Loyal Customers,0,11.0,1,2.0,2.0,246.85000000000002,8.0,3.0,1,15.0
2,Loyal Customers,0,12.0,3,6.0,2.0,231.08999999999997,3.0,4.0,0,13.0
1,Premium Customers,0,5.0,3,2.0,1.0,168.45,5.0,3.0,0,13.0
2,Loyal Customers,0,31.0,1,2.0,1.0,146.77,1.0,4.0,0,18.0
3,Discount Seekers,0,11.0,1,6.0,4.0,152.93,9.0,3.0,0,18.0
3,Discount Seekers,0,3.0,1,5.0,5.0,204.18,2.0,3.0,0,15.0
1,Premium Customers,0,9.0,3,2.0,2.0,212.89,3.0,4.0,0,15.0
0,High Churn Risk,1,1.0,1,2.0,1.0,148.89,2.0,3.0,1,14.0
2,Loyal Customers,0,26.0,1,3.0,3.0,157.12,3.0,3.0,0,16.0
3,Discount Seekers,0,16.0,1,12.0,1.0,317.32,16.0,3.0,0,15.0
2,Loyal Customers,0,31.0,3,3.0,1.0,147.67,3.0,3.0,0,18.0
2,Loyal Customers,0,24.0,1,2.0,2.0,320.17,7.0,4.0,0,15.0
0,High Churn Risk,1,1.0,1,2.0,2.0,149.36,5.0,3.0,1,14.0
2,Loyal Customers,0,17.0,1,2.0,1.0,285.64,10.0,4.0,1,23.0
1,Premium Customers,1,1.0,5,2.0,2.0,152.07,8.0,3.0,0,21.0
3,Discount Seekers,0,26.0,3,16.0,2.0,315.68,13.0,4.0,1,15.0
1,Premium Customers,0,6.0,4,2.0,2.0,164.31,3.0,3.0,0,12.0
0,High Churn Risk,1,1.0,3,2.0,1.0,162.3,3.0,4.0,1,15.0
1,Premium Customers,0,13.0,3,2.0,2.0,147.32,3.0,4.0,0,15.0
1,Premium Customers,0,6.0,1,3.0,3.0,169.65,3.0,4.0,0,19.0
1,Premium Customers,0,15.0,5,2.0,1.0,155.72,1.0,3.0,0,17.0
3,Discount Seekers,0,14.0,1,5.0,3.0,158.19,8.0,4.0,0,18.0
2,Loyal Customers,0,19.0,1,2.0,2.0,317.02,8.0,4.0,0,15.0
1,Premium Customers,0,5.0,3,3.0,1.0,261.75,3.0,4.0,0,13.0
1,Premium Customers,0,7.0,1,2.0,1.0,154.11,3.0,4.0,0,14.0
1,Premium Customers,0,8.0,5,6.0,1.0,184.57,10.0,3.0,0,14.0
1,Premium Customers,0,11.0,5,2.0,1.0,164.2,3.0,3.0,0,15.0
1,Premium Customers,0,19.0,3,2.0,2.0,189.34,3.0,4.0,0,18.0
1,Premium Customers,1,1.0,3,2.0,1.0,225.48,3.0,4.0,0,12.0
3,Discount Seekers,0,13.0,3,2.0,7.0,234.38,9.0,4.0,0,26.0
1,Premium Customers,0,3.0,1,2.0,2.0,148.4,6.0,3.0,0,20.0
0,High Churn Risk,0,16.0,5,2.0,2.0,190.45,3.0,3.0,1,14.0
1,Premium Customers,0,3.0,1,2.0,2.0,194.31,3.0,3.0,0,15.0
1,Premium Customers,0,1.0,3,2.0,2.0,173.98,3.0,4.0,0,13.0
3,Discount Seekers,0,16.0,5,8.0,8.0,150.93,9.0,3.0,1,12.0
2,Loyal Customers,0,14.0,3,4.0,4.0,319.36,10.0,3.0,0,15.0
1,Premium Customers,0,25.0,1,2.0,2.0,152.23,1.0,4.0,0,12.0
1,Premium Customers,1,1.0,4,2.0,1.0,159.79,5.0,4.0,0,12.0
1,Premium Customers,0,6.0,4,2.0,1.0,152.94,4.0,4.0,0,21.0
3,Discount Seekers,0,12.0,1,8.0,2.0,177.49,6.0,3.0,0,19.0
1,Premium Customers,0,6.0,5,2.0,1.0,146.76,5.0,3.0,0,14.0
3,Discount Seekers,0,20.0,4,8.0,7.0,293.72,8.0,4.0,1,15.0
1,Premium Customers,1,1.0,3,2.0,1.0,159.85,1.0,4.0,0,12.0
1,Premium Customers,0,3.0,4,2.0,2.0,191.44,1.0,4.0,0,20.0
3,Discount Seekers,0,5.0,1,8.0,1.0,180.82,9.0,4.0,0,22.0
1,Premium Customers,0,1.0,5,2.0,2.0,165.0,6.0,3.0,0,13.0
2,Loyal Customers,0,19.0,1,2.0,3.0,259.96,11.0,4.0,1,15.0
3,Discount Seekers,0,10.0,1,11.0,2.0,157.1,12.0,3.0,0,12.0
2,Loyal Customers,0,29.0,5,5.0,4.0,315.45,14.0,3.0,1,15.0
3,Discount Seekers,1,11.0,4,2.0,5.0,243.49,10.0,3.0,1,13.0
1,Premium Customers,0,2.0,1,2.0,2.0,145.7,5.0,4.0,0,24.0
1,Premium Customers,0,11.0,1,2.0,2.0,190.02,2.0,4.0,0,15.0
1,Premium Customers,0,1.0,3,2.0,2.0,157.3,1.0,4.0,0,18.0
0,High Churn Risk,0,11.0,1,2.0,1.0,261.03,3.0,4.0,1,19.0
3,Discount Seekers,0,9.0,4,2.0,6.0,244.95999999999998,3.0,4.0,0,19.0
3,Discount Seekers,0,12.0,5,8.0,5.0,181.05,8.0,3.0,1,25.0
1,Premium Customers,0,1.0,4,2.0,2.0,188.97,5.0,3.0,0,21.0
2,Loyal Customers,0,24.0,4,2.0,1.0,316.44,7.0,4.0,0,15.0
2,Loyal Customers,0,27.0,3,2.0,2.0,300.84,4.0,3.0,1,15.0
3,Discount Seekers,0,16.0,3,12.0,7.0,174.07,7.0,2.0,0,26.0
1,Premium Customers,0,3.0,1,2.0,1.0,170.54,10.0,3.0,0,19.0
2,Loyal Customers,0,29.0,1,2.0,1.0,179.15,9.0,3.0,1,20.0
0,High Churn Risk,0,1.0,5,4.0,2.0,172.41,4.0,3.0,1,14.0
1,Premium Customers,0,11.0,1,6.0,2.0,146.15,8.0,3.0,0,13.0
0,High Churn Risk,1,8.0,3,2.0,1.0,156.61,1.0,3.0,1,23.0
1,Premium Customers,0,12.0,1,2.0,1.0,182.45,3.0,3.0,0,15.0
0,High Churn Risk,1,1.0,4,2.0,2.0,148.73,3.0,3.0,1,14.0
1,Premium Customers,0,2.0,1,2.0,2.0,158.1,3.0,4.0,0,22.0
2,Loyal Customers,0,23.0,5,2.0,1.0,311.65,3.0,3.0,1,15.0
